"region","sexo","edad","nhijos","ephijo","ytrabaj","ytrabajh","horas","tsec","esc","vector_id"
1,2,13,0,0,0,250000,0,0,1,1
1,2,15,1,14,0,0,0,0,1,1
1,2,14,0,0,0,0,0,0,1,2
1,2,16,1,15,0,0,0,0,1,2
1,2,14,0,0,0,2e+06,0,0,1,3
1,2,16,1,15,0,0,0,0,1,3
1,2,13,0,0,0,230000,0,0,1,4
1,2,15,1,14,0,0,0,0,1,4
1,2,13,0,0,0,220000,0,0,1,5
1,2,15,1,14,0,0,0,0,1,5
1,2,14,0,0,0,450000,0,0,1,6
1,2,16,1,15,0,0,0,0,1,6
1,2,23,0,0,0,210000,0,0,1,7
1,2,25,2,22,0,0,0,0,1,7
1,2,25,3,15,280000,280000,56,0,1,7
1,2,14,0,0,0,3e+06,0,0,1,8
1,2,16,1,15,0,0,0,0,1,8
1,2,13,0,0,0,363194,0,0,1,9
1,2,15,1,14,0,0,0,0,1,9
1,2,14,0,0,0,3e+06,0,0,1,10
1,2,16,1,15,0,0,0,0,1,10
1,2,14,0,0,0,3250000,0,0,1,11
1,2,16,1,15,0,0,0,0,1,11
1,2,14,0,0,0,0,0,0,1,12
1,2,16,1,15,0,0,0,0,1,12
1,2,13,0,0,0,120000,0,0,1,13
1,2,15,1,14,0,0,0,0,1,13
1,2,30,0,0,210000,810000,45,2,1,14
1,2,32,4,20,0,0,0,0,1,14
1,2,32,4,15,0,0,0,0,1,14
1,2,14,0,0,0,650000,0,0,1,15
1,2,16,1,15,0,0,0,0,1,15
1,2,13,0,0,0,630000,0,0,1,16
1,2,15,1,14,0,0,0,0,1,16
1,2,27,0,0,0,1800000,0,0,1,17
1,2,29,1,25,241000,241000,45,0,1,17
1,2,29,1,19,0,0,0,0,1,17
1,2,13,0,0,0,1800000,0,0,1,18
1,2,15,1,14,0,0,0,0,1,18
1,2,15,0,0,0,8e+05,0,0,1,19
1,2,17,1,15,0,0,0,0,1,19
1,2,17,1,14,0,0,0,0,1,19
1,2,13,0,0,0,379500,0,0,1,20
1,2,15,1,14,0,0,0,0,1,20
1,2,14,0,0,0,1450000,0,0,1,21
1,2,16,1,15,0,0,0,0,1,21
1,2,19,0,0,0,4e+05,0,0,1,22
1,2,21,1,20,190000,190000,20,0,1,22
1,2,21,1,19,180000,180000,70,0,1,22
1,2,15,0,0,0,6e+05,0,0,1,23
1,2,17,1,15,0,0,0,0,1,23
1,2,17,1,14,0,0,0,0,1,23
1,2,13,0,0,0,720000,0,0,1,24
1,2,15,1,14,0,0,0,0,1,24
1,2,14,0,0,0,5e+05,0,0,1,25
1,2,16,1,15,0,0,0,0,1,25
1,2,15,0,0,0,360000,0,0,1,26
1,2,17,1,15,0,0,0,0,1,26
1,2,17,1,14,0,0,0,0,1,26
1,2,14,0,0,0,280000,0,0,1,27
1,2,16,1,15,0,0,0,0,1,27
1,2,52,0,0,0,4e+05,0,0,1,28
1,2,54,1,17,245000,245000,45,0,1,28
1,2,54,3,24,0,0,0,0,1,28
1,2,13,0,0,0,1460000,0,0,1,29
1,2,15,1,14,0,0,0,0,1,29
1,2,14,0,0,0,250000,0,0,1,30
1,2,16,1,15,0,0,0,0,1,30
1,2,13,0,0,0,1080000,0,0,1,31
1,2,15,1,14,0,0,0,0,1,31
1,2,13,0,0,0,650000,0,0,1,32
1,2,15,1,14,0,0,0,0,1,32
1,2,13,0,0,0,1200000,0,0,1,33
1,2,15,1,14,0,0,0,0,1,33
1,2,20,0,0,0,0,0,0,1,34
1,2,22,1,16,10000,10000,12,0,1,34
1,2,22,1,21,150000,150000,40,0,1,34
1,2,22,0,0,0,0,0,0,1,34
1,2,22,0,0,0,0,0,0,1,34
1,2,14,0,0,0,450000,0,0,1,35
1,2,16,1,15,0,0,0,0,1,35
1,2,13,0,0,0,280000,0,0,1,36
1,2,15,1,14,0,0,0,0,1,36
1,2,15,0,0,0,0,0,0,1,37
1,2,17,1,15,0,0,0,0,1,37
1,2,17,1,14,0,0,0,0,1,37
1,2,21,0,0,0,210000,0,0,1,38
1,2,23,1,22,0,0,0,0,1,38
1,2,23,4,14,0,0,0,0,1,38
1,2,23,0,0,0,0,0,0,1,38
1,2,23,0,0,144000,144000,50,0,1,38
1,2,14,0,0,0,0,0,0,1,39
1,2,16,1,15,0,0,0,0,1,39
1,2,14,0,0,0,350000,0,0,1,40
1,2,16,1,15,0,0,0,0,1,40
1,2,13,0,0,0,3e+05,0,0,1,41
1,2,15,1,14,0,0,0,0,1,41
1,2,14,0,0,0,4e+06,0,0,1,42
1,2,16,1,15,0,0,0,0,1,42
1,2,14,0,0,0,440000,0,0,1,43
1,2,16,1,15,0,0,0,0,1,43
1,2,15,0,0,0,250000,0,0,1,44
1,2,17,1,15,0,0,0,0,1,44
1,2,17,1,14,0,0,0,0,1,44
1,2,37,0,0,3e+05,1800000,45,2,1,45
1,2,39,3,16,0,0,0,0,1,45
1,2,39,2,21,0,0,0,0,1,45
1,2,39,0,0,0,0,0,0,1,45
1,2,13,0,0,0,1800000,0,0,1,46
1,2,15,1,14,0,0,0,0,1,46
1,2,14,0,0,0,885000,0,0,1,47
1,2,16,1,15,0,0,0,0,1,47
1,2,14,0,0,0,8e+05,0,0,1,48
1,2,16,1,15,0,0,0,0,1,48
1,2,13,0,0,0,210000,0,0,1,49
1,2,15,1,14,0,0,0,0,1,49
1,2,14,0,0,0,1e+05,0,0,1,50
1,2,16,1,15,0,0,0,0,1,50
1,2,13,0,0,0,170000,0,0,1,51
1,2,15,1,14,0,0,0,0,1,51
1,2,28,0,0,160000,461515,48,2,1,52
1,2,30,2,20,0,0,0,0,1,52
1,2,30,3,15,0,0,0,0,1,52
1,2,30,0,0,0,0,0,0,1,52
1,2,13,0,0,0,461515,0,0,1,53
1,2,15,1,14,0,0,0,0,1,53
1,2,15,0,0,0,0,0,0,1,54
1,2,17,1,15,0,0,0,0,1,54
1,2,17,1,14,0,0,0,0,1,54
1,2,13,0,0,0,0,0,0,1,55
1,2,15,1,14,0,0,0,0,1,55
1,2,15,0,0,0,4e+05,0,0,1,56
1,2,17,1,15,0,0,0,0,1,56
1,2,17,1,14,0,0,0,0,1,56
1,2,56,0,0,0,1520000,0,0,1,57
1,2,58,2,18,0,0,0,0,1,57
1,2,58,1,23,0,0,0,0,1,57
1,2,13,0,0,0,4e+05,0,0,1,58
1,2,15,1,14,0,0,0,0,1,58
1,2,83,0,0,0,850000,0,0,1,59
1,2,85,7,20,0,0,0,0,1,59
1,2,85,2,35,0,0,0,0,1,59
1,2,14,0,0,0,8e+05,0,0,1,60
1,2,16,1,15,0,0,0,0,1,60
1,2,13,0,0,0,210000,0,0,1,61
1,2,15,1,14,0,0,0,0,1,61
1,2,14,0,0,0,340000,0,0,1,62
1,2,16,1,15,0,0,0,0,1,62
1,2,13,0,0,0,5e+05,0,0,1,63
1,2,15,1,14,0,0,0,0,1,63
1,2,13,0,0,0,5e+05,0,0,1,64
1,2,15,1,14,0,0,0,0,1,64
1,2,14,0,0,0,6e+05,0,0,1,65
1,2,16,1,15,0,0,0,0,1,65
1,2,13,0,0,0,1200000,0,0,1,66
1,2,15,1,14,0,0,0,0,1,66
1,2,69,0,0,0,4e+05,0,0,1,67
1,2,71,5,15,0,0,0,0,1,67
1,2,71,2,21,0,0,0,0,1,67
1,2,85,0,0,0,0,0,0,1,68
1,2,87,8,19,0,0,0,0,1,68
1,2,87,5,15,0,0,0,0,1,68
1,2,87,0,0,0,0,0,0,1,68
1,2,36,0,0,25000,447766,50,2,1,69
1,2,38,1,23,150000,150000,24,0,1,69
1,2,38,5,16,0,0,0,0,1,69
1,2,38,0,0,0,0,0,0,1,69
1,2,13,0,0,0,447766,0,0,1,70
1,2,15,1,14,0,0,0,0,1,70
1,2,14,0,0,0,0,0,0,1,71
1,2,16,1,15,0,0,0,0,1,71
1,2,33,0,0,250000,450000,15,2,1,72
1,2,35,3,15,5e+05,5e+05,60,0,1,72
1,2,35,2,21,0,0,0,0,1,72
1,2,35,0,0,0,0,0,0,1,72
1,2,35,0,0,0,0,0,0,1,72
1,2,40,0,0,0,6e+05,0,0,1,73
1,2,42,2,35,0,0,0,0,1,73
1,2,42,5,16,224000,224000,36,0,1,73
1,2,42,0,0,0,0,0,0,1,73
1,2,42,0,0,0,0,0,0,1,73
1,2,13,0,0,0,335000,0,0,1,74
1,2,15,1,14,0,0,0,0,1,74
1,2,13,0,0,0,4e+05,0,0,1,75
1,2,15,1,14,0,0,0,0,1,75
1,2,32,0,0,0,0,0,0,1,76
1,2,34,2,24,120000,120000,54,0,1,76
1,2,34,3,19,2e+05,2e+05,45,0,1,76
1,2,15,0,0,0,0,0,0,1,77
1,2,17,1,15,0,0,0,0,1,77
1,2,17,1,14,0,0,0,0,1,77
1,2,28,0,0,220000,480000,45,2,1,78
1,2,30,2,20,0,0,0,0,1,78
1,2,30,3,15,0,0,0,0,1,78
1,2,30,0,0,0,0,0,0,1,78
1,2,13,0,0,0,320000,0,0,1,79
1,2,15,1,14,0,0,0,0,1,79
1,2,61,0,0,0,0,0,0,1,80
1,2,63,2,25,0,0,0,0,1,80
1,2,63,3,22,0,0,0,0,1,80
1,2,63,0,0,0,0,0,0,1,80
1,2,17,0,0,0,3e+05,0,0,1,81
1,2,19,1,15,240000,240000,48,0,1,81
1,2,19,2,17,0,0,0,0,1,81
1,2,28,0,0,0,250000,0,0,1,82
1,2,30,2,20,0,0,0,0,1,82
1,2,30,3,15,0,0,0,0,1,82
1,2,30,0,0,0,0,0,0,1,82
1,2,52,0,0,0,0,0,0,1,83
1,2,54,1,17,245000,245000,45,0,1,83
1,2,54,3,24,0,0,0,0,1,83
1,2,14,0,0,0,270000,0,0,1,84
1,2,16,1,15,0,0,0,0,1,84
1,2,14,0,0,0,750000,0,0,1,85
1,2,16,1,15,0,0,0,0,1,85
1,2,14,0,0,0,738000,0,0,1,86
1,2,16,1,15,0,0,0,0,1,86
1,2,14,0,0,0,3e+05,0,0,1,87
1,2,16,1,15,0,0,0,0,1,87
1,2,64,0,0,0,2e+05,0,0,1,88
1,2,66,4,16,0,0,0,0,1,88
1,2,66,4,18,0,0,0,0,1,88
1,2,14,0,0,0,9e+05,0,0,1,89
1,2,16,1,15,0,0,0,0,1,89
1,2,13,0,0,0,1500000,0,0,1,90
1,2,15,1,14,0,0,0,0,1,90
1,2,63,0,0,0,1040000,0,0,1,91
1,2,65,5,22,0,0,0,0,1,91
1,2,65,6,14,1e+05,1e+05,20,0,1,91
1,2,65,0,0,0,0,0,0,1,91
1,2,13,0,0,0,420000,0,0,1,92
1,2,15,1,14,0,0,0,0,1,92
1,2,13,0,0,0,1e+06,0,0,1,93
1,2,15,1,14,0,0,0,0,1,93
1,2,13,0,0,0,2900000,0,0,1,94
1,2,15,1,14,0,0,0,0,1,94
1,2,53,0,0,0,0,0,0,1,95
1,2,55,6,18,0,0,0,0,1,95
1,2,55,2,16,120000,120000,8,0,1,95
1,2,15,0,0,0,950000,0,0,1,96
1,2,17,1,15,0,0,0,0,1,96
1,2,17,1,14,0,0,0,0,1,96
1,2,14,0,0,0,630800,0,0,1,97
1,2,16,1,15,0,0,0,0,1,97
1,2,15,0,0,0,180000,0,0,1,98
1,2,17,1,15,0,0,0,0,1,98
1,2,17,1,14,0,0,0,0,1,98
1,2,52,0,0,0,460000,0,0,1,99
1,2,54,1,17,245000,245000,45,0,1,99
1,2,54,3,24,0,0,0,0,1,99
1,2,19,0,0,3e+05,1260000,10,2,1,100
1,2,21,1,20,190000,190000,20,0,1,100
1,2,21,1,19,180000,180000,70,0,1,100
1,2,21,0,0,0,1260000,0,0,1,101
1,2,23,1,22,0,0,0,0,1,101
1,2,23,4,14,0,0,0,0,1,101
1,2,23,0,0,0,0,0,0,1,101
1,2,23,0,0,144000,144000,50,0,1,101
1,2,25,0,0,250000,1260000,10,2,1,102
1,2,27,1,17,0,0,0,0,1,102
1,2,27,2,13,80000,80000,40,2,1,102
1,2,15,0,0,0,560000,0,0,1,103
1,2,17,1,15,0,0,0,0,1,103
1,2,17,1,14,0,0,0,0,1,103
1,2,33,0,0,210000,450000,46,2,1,104
1,2,35,3,15,5e+05,5e+05,60,0,1,104
1,2,35,2,21,0,0,0,0,1,104
1,2,35,0,0,0,0,0,0,1,104
1,2,35,0,0,0,0,0,0,1,104
1,2,13,0,0,0,120000,0,0,1,105
1,2,15,1,14,0,0,0,0,1,105
1,2,13,0,0,0,230000,0,0,1,106
1,2,15,1,14,0,0,0,0,1,106
1,2,13,0,0,0,1500000,0,0,1,107
1,2,15,1,14,0,0,0,0,1,107
1,2,13,0,0,0,2e+05,0,0,1,108
1,2,15,1,14,0,0,0,0,1,108
1,2,15,0,0,0,1220000,0,0,1,109
1,2,17,1,15,0,0,0,0,1,109
1,2,17,1,14,0,0,0,0,1,109
1,2,14,0,0,0,510000,0,0,1,110
1,2,16,1,15,0,0,0,0,1,110
1,2,13,0,0,0,710000,0,0,1,111
1,2,15,1,14,0,0,0,0,1,111
1,2,47,0,0,0,0,0,0,1,112
1,2,49,3,19,240000,240000,35,0,1,112
1,2,49,4,25,250000,250000,72,0,1,112
1,2,70,0,0,0,0,0,0,1,113
1,2,72,2,26,0,0,0,0,1,113
1,2,72,5,18,0,0,0,0,1,113
1,2,17,0,0,0,210000,0,0,1,114
1,2,19,1,15,240000,240000,48,0,1,114
1,2,19,2,17,0,0,0,0,1,114
1,2,13,0,0,0,1500000,0,0,1,115
1,2,15,1,14,0,0,0,0,1,115
1,2,21,0,0,0,1400000,0,0,1,116
1,2,23,1,22,0,0,0,0,1,116
1,2,23,4,14,0,0,0,0,1,116
1,2,23,0,0,0,0,0,0,1,116
1,2,23,0,0,144000,144000,50,0,1,116
1,2,15,0,0,0,590000,0,0,1,117
1,2,17,1,15,0,0,0,0,1,117
1,2,17,1,14,0,0,0,0,1,117
1,2,14,0,0,0,3e+05,0,0,1,118
1,2,16,1,15,0,0,0,0,1,118
1,2,14,0,0,0,250000,0,0,1,119
1,2,16,1,15,0,0,0,0,1,119
1,2,13,0,0,0,15000,0,0,1,120
1,2,15,1,14,0,0,0,0,1,120
1,2,13,0,0,0,8e+05,0,0,1,121
1,2,15,1,14,0,0,0,0,1,121
1,2,13,0,0,0,8e+05,0,0,1,122
1,2,15,1,14,0,0,0,0,1,122
1,2,20,0,0,0,932000,0,0,1,123
1,2,22,1,16,10000,10000,12,0,1,123
1,2,22,1,21,150000,150000,40,0,1,123
1,2,22,0,0,0,0,0,0,1,123
1,2,22,0,0,0,0,0,0,1,123
1,2,13,0,0,0,450000,0,0,1,124
1,2,15,1,14,0,0,0,0,1,124
1,2,13,0,0,0,451066,0,0,1,125
1,2,15,1,14,0,0,0,0,1,125
1,2,27,0,0,170000,5e+05,35,2,1,126
1,2,29,1,25,241000,241000,45,0,1,126
1,2,29,1,19,0,0,0,0,1,126
1,2,23,0,0,150000,5e+05,35,2,1,127
1,2,25,2,22,0,0,0,0,1,127
1,2,25,3,15,280000,280000,56,0,1,127
1,2,13,0,0,0,830000,0,0,1,128
1,2,15,1,14,0,0,0,0,1,128
1,2,14,0,0,0,550000,0,0,1,129
1,2,16,1,15,0,0,0,0,1,129
1,2,13,0,0,0,8e+05,0,0,1,130
1,2,15,1,14,0,0,0,0,1,130
1,2,17,0,0,0,450000,0,0,1,131
1,2,19,1,15,240000,240000,48,0,1,131
1,2,19,2,17,0,0,0,0,1,131
1,2,13,0,0,0,1550000,0,0,1,132
1,2,15,1,14,0,0,0,0,1,132
1,2,13,0,0,0,7e+05,0,0,1,133
1,2,15,1,14,0,0,0,0,1,133
1,2,19,0,0,0,390000,0,0,1,134
1,2,21,1,20,190000,190000,20,0,1,134
1,2,21,1,19,180000,180000,70,0,1,134
1,2,14,0,0,0,950000,0,0,1,135
1,2,16,1,15,0,0,0,0,1,135
1,2,14,0,0,0,220000,0,0,1,136
1,2,16,1,15,0,0,0,0,1,136
1,2,13,0,0,0,0,0,0,1,137
1,2,15,1,14,0,0,0,0,1,137
1,2,13,0,0,0,4e+05,0,0,1,138
1,2,15,1,14,0,0,0,0,1,138
1,2,53,0,0,0,120000,0,0,1,139
1,2,55,6,18,0,0,0,0,1,139
1,2,55,2,16,120000,120000,8,0,1,139
1,2,13,0,0,0,350000,0,0,1,140
1,2,15,1,14,0,0,0,0,1,140
1,2,13,0,0,0,220000,0,0,1,141
1,2,15,1,14,0,0,0,0,1,141
1,2,15,0,0,0,220000,0,0,1,142
1,2,17,1,15,0,0,0,0,1,142
1,2,17,1,14,0,0,0,0,1,142
1,2,13,0,0,0,210000,0,0,1,143
1,2,15,1,14,0,0,0,0,1,143
1,2,13,0,0,0,160000,0,0,1,144
1,2,15,1,14,0,0,0,0,1,144
1,2,38,0,0,0,0,0,0,1,145
1,2,40,7,15,0,0,0,0,1,145
1,2,40,2,14,0,0,0,0,1,145
1,2,13,0,0,0,810000,0,0,1,146
1,2,15,1,14,0,0,0,0,1,146
1,2,23,0,0,0,0,0,0,1,147
1,2,25,2,22,0,0,0,0,1,147
1,2,25,3,15,280000,280000,56,0,1,147
1,2,13,0,0,0,2e+05,0,0,1,148
1,2,15,1,14,0,0,0,0,1,148
1,2,13,0,0,0,420000,0,0,1,149
1,2,15,1,14,0,0,0,0,1,149
1,2,14,0,0,0,0,0,0,1,150
1,2,16,1,15,0,0,0,0,1,150
1,2,73,0,0,0,350000,0,0,1,151
1,2,75,4,25,0,0,0,0,1,151
1,2,75,3,17,0,0,0,0,1,151
1,2,40,0,0,210000,420000,45,2,1,152
1,2,42,2,35,0,0,0,0,1,152
1,2,42,5,16,224000,224000,36,0,1,152
1,2,42,0,0,0,0,0,0,1,152
1,2,42,0,0,0,0,0,0,1,152
1,2,13,0,0,0,2e+05,0,0,1,153
1,2,15,1,14,0,0,0,0,1,153
1,2,14,0,0,0,150000,0,0,1,154
1,2,16,1,15,0,0,0,0,1,154
1,2,13,0,0,0,210000,0,0,1,155
1,2,15,1,14,0,0,0,0,1,155
1,2,13,0,0,0,1120000,0,0,1,156
1,2,15,1,14,0,0,0,0,1,156
1,2,14,0,0,0,3e+05,0,0,1,157
1,2,16,1,15,0,0,0,0,1,157
1,2,13,0,0,0,220000,0,0,1,158
1,2,15,1,14,0,0,0,0,1,158
1,2,15,0,0,0,4e+05,0,0,1,159
1,2,17,1,15,0,0,0,0,1,159
1,2,17,1,14,0,0,0,0,1,159
1,2,13,0,0,0,250000,0,0,1,160
1,2,15,1,14,0,0,0,0,1,160
1,2,30,0,0,120000,320000,54,2,1,161
1,2,32,4,20,0,0,0,0,1,161
1,2,32,4,15,0,0,0,0,1,161
1,2,13,0,0,0,75000,0,0,1,162
1,2,15,1,14,0,0,0,0,1,162
1,2,13,0,0,0,1164000,0,0,1,163
1,2,15,1,14,0,0,0,0,1,163
1,2,14,0,0,0,1120000,0,0,1,164
1,2,16,1,15,0,0,0,0,1,164
1,2,32,0,0,0,1000009,0,0,1,165
1,2,34,2,24,120000,120000,54,0,1,165
1,2,34,3,19,2e+05,2e+05,45,0,1,165
1,2,15,0,0,0,80000,0,0,1,166
1,2,17,1,15,0,0,0,0,1,166
1,2,17,1,14,0,0,0,0,1,166
1,2,79,0,0,0,0,0,0,1,167
1,2,81,5,24,0,0,0,0,1,167
1,2,81,8,19,0,0,0,0,1,167
1,2,13,0,0,0,440000,0,0,1,168
1,2,15,1,14,0,0,0,0,1,168
1,2,21,0,0,0,110000,0,0,1,169
1,2,23,1,22,0,0,0,0,1,169
1,2,23,4,14,0,0,0,0,1,169
1,2,23,0,0,0,0,0,0,1,169
1,2,23,0,0,144000,144000,50,0,1,169
1,2,15,0,0,0,420000,0,0,1,170
1,2,17,1,15,0,0,0,0,1,170
1,2,17,1,14,0,0,0,0,1,170
1,2,19,0,0,0,420000,0,0,1,171
1,2,21,1,20,190000,190000,20,0,1,171
1,2,21,1,19,180000,180000,70,0,1,171
1,2,80,0,0,0,0,0,0,1,172
1,2,82,2,33,0,0,0,0,1,172
1,2,82,2,20,0,0,0,0,1,172
1,2,15,0,0,0,3e+05,0,0,1,173
1,2,17,1,15,0,0,0,0,1,173
1,2,17,1,14,0,0,0,0,1,173
1,2,13,0,0,0,150000,0,0,1,174
1,2,15,1,14,0,0,0,0,1,174
1,2,14,0,0,0,6e+05,0,0,1,175
1,2,16,1,15,0,0,0,0,1,175
1,2,13,0,0,0,65000,0,0,1,176
1,2,15,1,14,0,0,0,0,1,176
1,2,38,0,0,0,250000,0,0,1,177
1,2,40,7,15,0,0,0,0,1,177
1,2,40,2,14,0,0,0,0,1,177
1,2,69,0,0,0,0,0,0,1,178
1,2,71,5,15,0,0,0,0,1,178
1,2,71,2,21,0,0,0,0,1,178
1,2,26,0,0,0,195000,0,0,1,179
1,2,28,1,27,0,0,0,0,1,179
1,2,28,3,15,50000,50000,15,0,1,179
1,2,71,0,0,0,0,0,0,1,180
1,2,73,3,22,0,0,0,0,1,180
1,2,73,7,15,0,0,0,0,1,180
1,2,20,0,0,0,6e+05,15,2,1,181
1,2,22,1,16,10000,10000,12,0,1,181
1,2,22,1,21,150000,150000,40,0,1,181
1,2,22,0,0,0,0,0,0,1,181
1,2,22,0,0,0,0,0,0,1,181
1,2,17,0,0,0,6e+05,15,2,1,182
1,2,19,1,15,240000,240000,48,0,1,182
1,2,19,2,17,0,0,0,0,1,182
1,2,15,0,0,0,0,0,0,1,183
1,2,17,1,15,0,0,0,0,1,183
1,2,17,1,14,0,0,0,0,1,183
1,2,60,0,0,2e+05,4e+05,45,2,1,184
1,2,62,1,21,0,0,0,0,1,184
1,2,62,3,28,3e+05,3e+05,45,0,1,184
1,2,43,0,0,470000,470000,45,2,1,185
1,2,45,3,14,80000,80000,30,0,1,185
1,2,45,3,20,4e+05,4e+05,45,0,1,185
1,2,45,0,0,0,0,0,0,1,185
1,2,45,0,0,2e+05,2e+05,40,0,1,185
1,2,13,0,0,0,4e+05,0,0,1,186
1,2,15,1,14,0,0,0,0,1,186
1,2,14,0,0,0,210000,0,0,1,187
1,2,16,1,15,0,0,0,0,1,187
1,2,13,0,0,0,540000,0,0,1,188
1,2,15,1,14,0,0,0,0,1,188
1,2,17,0,0,0,570000,0,0,2,189
1,2,19,1,18,0,0,0,0,2,189
1,2,19,1,17,250000,250000,45,0,2,189
1,2,19,0,0,0,0,0,0,2,189
1,2,19,0,0,0,0,0,0,2,189
1,2,73,0,0,0,0,0,0,2,190
1,2,75,3,22,0,0,0,0,2,190
1,2,75,3,24,0,0,0,0,2,190
1,2,23,0,0,210000,210000,35,2,2,191
1,2,25,1,23,0,0,0,0,2,191
1,2,25,2,19,260000,260000,45,0,2,191
1,2,25,0,0,0,0,0,0,2,191
1,2,25,0,0,350000,350000,120,0,2,191
1,2,15,0,0,0,252000,0,0,2,192
1,2,17,1,16,0,0,0,0,2,192
1,2,17,1,17,0,0,0,0,2,192
1,2,17,0,0,0,0,0,0,2,192
1,2,17,0,0,0,0,0,0,2,192
1,2,25,0,0,2e+05,595373,45,2,2,193
1,2,27,3,16,240000,240000,48,0,2,193
1,2,27,1,21,2e+05,2e+05,30,0,2,193
1,2,27,0,0,280000,280000,45,0,2,193
1,2,27,0,0,450000,450000,45,0,2,193
1,2,19,0,0,0,580000,0,0,2,194
1,2,21,2,16,0,0,0,0,2,194
1,2,21,1,19,240000,240000,45,0,2,194
1,2,21,0,0,350000,350000,42,0,2,194
1,2,21,0,0,0,0,0,0,2,194
1,2,21,0,0,0,560000,0,0,2,195
1,2,23,2,18,70000,70000,25,0,2,195
1,2,23,2,17,230000,230000,45,0,2,195
1,2,23,0,0,280000,280000,30,0,2,195
1,2,23,0,0,0,0,0,0,2,195
1,2,15,0,0,0,380000,0,0,2,196
1,2,17,1,16,0,0,0,0,2,196
1,2,17,1,17,0,0,0,0,2,196
1,2,17,0,0,0,0,0,0,2,196
1,2,17,0,0,0,0,0,0,2,196
1,2,16,0,0,0,220000,0,0,2,197
1,2,18,1,17,0,0,0,0,2,197
1,2,18,1,15,0,0,0,0,2,197
1,2,18,0,0,0,0,0,0,2,197
1,2,18,0,0,0,0,0,0,2,197
1,2,55,0,0,250000,250000,48,2,2,198
1,2,57,3,31,0,0,0,0,2,198
1,2,57,2,21,0,0,0,0,2,198
1,2,52,0,0,0,5e+05,0,0,2,199
1,2,54,2,20,250000,250000,45,0,2,199
1,2,54,1,18,0,0,0,0,2,199
1,2,15,0,0,0,430000,0,0,2,200
1,2,17,1,16,0,0,0,0,2,200
1,2,17,1,17,0,0,0,0,2,200
1,2,17,0,0,0,0,0,0,2,200
1,2,17,0,0,0,0,0,0,2,200
1,2,16,0,0,0,3e+05,0,0,2,201
1,2,18,1,17,0,0,0,0,2,201
1,2,18,1,15,0,0,0,0,2,201
1,2,18,0,0,0,0,0,0,2,201
1,2,18,0,0,0,0,0,0,2,201
1,2,14,0,0,0,1710000,0,0,2,202
1,2,16,1,15,0,0,0,0,2,202
1,2,17,0,0,0,2e+06,0,0,2,203
1,2,19,1,18,0,0,0,0,2,203
1,2,19,1,17,250000,250000,45,0,2,203
1,2,19,0,0,0,0,0,0,2,203
1,2,19,0,0,0,0,0,0,2,203
1,2,21,0,0,0,0,0,0,2,204
1,2,23,2,18,70000,70000,25,0,2,204
1,2,23,2,17,230000,230000,45,0,2,204
1,2,23,0,0,280000,280000,30,0,2,204
1,2,23,0,0,0,0,0,0,2,204
1,2,14,0,0,0,60000,0,0,2,205
1,2,16,1,15,0,0,0,0,2,205
1,2,15,0,0,0,280000,0,0,2,206
1,2,17,1,16,0,0,0,0,2,206
1,2,17,1,17,0,0,0,0,2,206
1,2,17,0,0,0,0,0,0,2,206
1,2,17,0,0,0,0,0,0,2,206
1,2,30,0,0,270000,270000,45,2,2,207
1,2,32,3,20,0,0,0,0,2,207
1,2,32,3,14,345000,345000,45,0,2,207
1,2,32,0,0,441414,441414,45,0,2,207
1,2,32,0,0,0,0,0,0,2,207
1,2,15,0,0,0,980000,0,0,2,208
1,2,17,1,16,0,0,0,0,2,208
1,2,17,1,17,0,0,0,0,2,208
1,2,17,0,0,0,0,0,0,2,208
1,2,17,0,0,0,0,0,0,2,208
1,2,18,0,0,0,4e+05,0,0,2,209
1,2,20,1,18,0,0,0,0,2,209
1,2,20,1,18,50000,50000,20,0,2,209
1,2,20,0,0,241000,241000,48,0,2,209
1,2,20,0,0,5e+05,5e+05,44,0,2,209
1,2,16,0,0,0,4e+05,0,0,2,210
1,2,18,1,17,0,0,0,0,2,210
1,2,18,1,15,0,0,0,0,2,210
1,2,18,0,0,0,0,0,0,2,210
1,2,18,0,0,0,0,0,0,2,210
1,2,16,0,0,0,3200000,0,0,2,211
1,2,18,1,17,0,0,0,0,2,211
1,2,18,1,15,0,0,0,0,2,211
1,2,18,0,0,0,0,0,0,2,211
1,2,18,0,0,0,0,0,0,2,211
1,2,22,0,0,280000,980000,40,2,2,212
1,2,24,2,21,150000,150000,74,0,2,212
1,2,24,1,20,250000,250000,45,0,2,212
1,2,24,0,0,420000,420000,45,0,2,212
1,2,24,0,0,0,0,0,0,2,212
1,2,19,0,0,0,1300000,0,0,2,213
1,2,21,2,16,0,0,0,0,2,213
1,2,21,1,19,240000,240000,45,0,2,213
1,2,21,0,0,350000,350000,42,0,2,213
1,2,21,0,0,0,0,0,0,2,213
1,2,16,0,0,0,350000,0,0,2,214
1,2,18,1,17,0,0,0,0,2,214
1,2,18,1,15,0,0,0,0,2,214
1,2,18,0,0,0,0,0,0,2,214
1,2,18,0,0,0,0,0,0,2,214
1,2,20,0,0,250000,750000,45,2,2,215
1,2,22,2,17,0,0,0,0,2,215
1,2,22,1,18,0,0,0,0,2,215
1,2,22,0,0,1500000,1500000,60,0,2,215
1,2,22,0,0,0,0,0,0,2,215
1,2,15,0,0,0,1500000,0,0,2,216
